leftEye,rightEye
[-0.0568812],0
[-0.0568812],0
[0.04813025],0
[0.04813025],0
[0.04813025],0
[0.04813025],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.65194611],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.17064361],0
[0.17064361],0
[0.17064361],0
[0.17064361],0
[0.12688884],0
[0.12688884],0
[0.12688884],0
[0.12688884],0
[0.55568561],0
[0.55568561],0
[0.55568561],0
[0.55568561],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.14439075],0
[0.0393793],0
[0.0393793],0
[0.0393793],0
[0.0393793],0
[0.0393793],0
[0.0393793],0
[0.0393793],0
[0.0393793],0
[0.04813025],0
[0.01312643],0
[0.01312643],0
[0.01312643],0
[0.01312643],0
[0.04813025],0
[-0.04813025],0
[-0.04813025],0
[-0.04813025],0
[0.70445183],0
[-0.10938693],0
[-0.10938693],0
[-0.10938693],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[0.06563216],0
[0.06563216],0
[0.06563216],0
[0.06563216],0
[0.57318752],0
[0.57318752],0
[0.12688884],0
[0.12688884],0
[0.18814552],0
[0.18814552],0
[0.18814552],0
[0.18814552],0
[0.18814552],0
[0.30190793],0
[0.30190793],0
[0.30190793],0
[0.30190793],0
[-0.09188502],0
[0.37191556],0
[0.37191556],0
[-0.09188502],0
[0.11813789],0
[-0.04813025],0
[0.11813789],0
[0.11813789],0
[-0.10938693],0
[-0.10938693],0
[-0.10938693],0
[-0.10938693],0
[-0.10938693],0
[-0.04813025],0
[-0.04813025],0
[-0.04813025],0
[-0.04813025],0
[0.0393793],0
[-0.09188502],0
[-0.09188502],0
[-0.09188502],0
[-0.0568812],0
[-0.0568812],0
[-0.0568812],0
[-0.0568812],0
[-0.0568812],0
[0.12688884],0
